Club ID,Date,Start,Finish,Team,Facility,Type,Opponent,Note,N/A,For,Against,DB ID,Ofcl,Write Up
,02/05/2022,6:15 PM,7:30 PM,>Girls>Girls 8th Grade Division 1>Fort Hunt G8-1 Loving,Jefferson HS-#2,Game,>Girls>Girls 8th Grade Division 1>SYA G8-1 Moore,,,,,7023108,,
,02/05/2022,7:00 PM,8:15 PM,>Boys>Boys 7th Grade Division 2>Gum Springs B7-2 Sanders,Jefferson HS-#1,Game,>Boys>Boys 7th Grade Division 2>SYA B7-2 Livingston,lost gum Springs ,,,,7022221,,
,02/05/2022,7:00 PM,8:15 PM,>Boys>Boys 8th Grade Division 2 >FPYC B8-2 Malesky,Mount Vernon HS #1,Game,>Boys>Boys 8th Grade Division 2 >SYA B8-2 Hill,,,,,7021557,,
,02/05/2022,7:00 PM,8:15 PM,>Boys>Boys 7th Grade Division 1>Vienna B7-1 Stolburg,Bryant Center,Game,>Boys>Boys 7th Grade Division 1>BRYC B7-1 Lee,game added ,,,,7074603,,
,02/05/2022,7:15 PM,8:30 PM,>Boys>Boys 7th Grade Division 1>South County B7-1 Miller,Annandale HS-#1,Game,>Boys>Boys 7th Grade Division 1>Arlington B7-1 McLean,,,,,7022235,,
,02/05/2022,7:15 PM,8:30 PM,>Boys>Boys 8th Grade Division 2 >BRYC B8- Shin,Annandale HS-#2,Game,>Boys>Boys 8th Grade Division 2 >Fort Hunt B8-2 Forti,,,,,7021480,,
,02/05/2022,8:30 PM,9:45 PM,>Boys>Boys 8th Grade Division 1>Arlington B8-1 Lowen,Annandale HS-#1,Game,>Boys>Boys 8th Grade Division 1>McLean B8-1 Jackson,from 1-16,,,,7021468,,
,02/06/2022,12:00 PM,8:00 PM,TBD,Westfield HS-#1 (N),no use,,no use ,,,,7020609,,
,02/06/2022,12:00 PM,8:00 PM,TBD,Westfield HS-#2 (N),no use,,no use ,,,,7020612,,
,02/06/2022,12:00 PM,1:15 PM,>Boys>Boys 8th Grade Division 1>Great Falls B8-1 Brown,Annandale HS-#1,Game,>Boys>Boys 8th Grade Division 1>Arlington B8-1 Lowen,,,,,7021482,,
,02/06/2022,12:00 PM,1:15 PM,>Boys>Boys 7th Grade Division 1>South County B7-1 Miller,Edison HS - Main,Game,>Boys>Boys 7th Grade Division 1>Reston B7-1 Byrnes,,,,,7021696,,
,02/06/2022,12:00 PM,1:15 PM,>Boys>Boys 7th Grade Division 2>FPYC B7-2 Davis,Annandale HS-#2,Game,>Boys>Boys 7th Grade Division 2>Turnpike B7-2 Syron,,,,,7022222,,
,02/06/2022,12:00 PM,1:15 PM,>Boys>Boys 6th Grade Division 1>Burke B6-1 Raybon,Edison HS - Aux,Game,>Boys>Boys 6th Grade Division 1>Fort Hunt B6-1 Estenson,,,,,7023816,,
7025488,02/06/2022,12:00 PM,1:15 PM,>Boys>Boys 5th grade Division 2>Burke B5-2 Howard,Bryant Center,Game,>Boys>Boys 5th grade Division 2>Gum Springs B5-2 Cordisco,from 1-16,,,,7026516,,
,02/06/2022,12:15 PM,1:30 PM,>Boys>Boys 8th Grade Division 3>Falls Church B8-  Kusic,Mary Ellen Henderson MS,Game,>Boys>Boys 8th Grade Division 3>Mt. Vernon B8-2 Woodhall,,,,,7054219,,
,02/06/2022,12:15 PM,1:30 PM,>Boys>Boys 8th Grade Division 3>SYA B8-2 Vickers,South County MS - Main,Game,>Boys>Boys 8th Grade Division 3>Great Falls B8-3 Britt,,,,,7021903,,
,02/06/2022,1:00 PM,2:15 PM,>Girls>Girls 8th Grade Division 1>Mt. Vernon G8-1 Marshall,West Springfield-Main,Game,>Girls>Girls 8th Grade Division 1>Fort Hunt G8-1 Loving,,,,,7023111,,
,02/06/2022,1:00 PM,2:15 PM,>Boys>Boys 5th grade Division 1>Burke B5-1 Raybon,Hayfield HS-#2,Game,>Boys>Boys 5th grade Division 1>Fort Hunt B5-1 Casey,,,,,7024107,,
,02/06/2022,1:00 PM,2:15 PM,>Girls>Girls 7th Grade Division 1>CYA G7-1 Dowling,Hayfield HS-#1,Game,>Girls>Girls 7th Grade Division 1>Great Falls G7-1 Rolph,,,,,7026698,,
,02/06/2022,1:00 PM,2:15 PM,>Boys>Boys 8th Grade Division 2 >Fort Belvoir B8-2 Taylor,West Springfield-#2,Game,>Boys>Boys 8th Grade Division 2 >FPYC B8-2 Malesky,,,,,7021560,,
,02/06/2022,1:15 PM,2:30 PM,>Boys>Boys 8th Grade Division 2 >Reston B8-2 Lansdowne,South Lakes HS Right,Game,>Boys>Boys 8th Grade Division 2 >McLean B8-2 Riggins,,,,,7021563,,
,02/06/2022,1:15 PM,2:30 PM,>Boys>Boys 7th Grade Division 2>Lee-Mt. Vernon B7-2 Henderson,South Lakes HS left,Game,>Boys>Boys 7th Grade Division 2>Reston B7-2 Love,,,,,7022224,,
,02/06/2022,1:15 PM,2:30 PM,>Boys>Boys 6th Grade Division 1>Vienna B6-1 Epps,Edison HS - Aux,Game,>Boys>Boys 6th Grade Division 1>McLean B6-1 Leggett,,,,,7023817,,
,02/06/2022,1:15 PM,2:30 PM,>Girls>Girls 6th Grade Division 2>FPYC G6-2 Varner,Jackson MS rear gym,Game,>Girls>Girls 6th Grade Division 2>Burke G6-2 Igl,,,,,7026821,,
,02/06/2022,1:15 PM,2:30 PM,>Boys>Boys 7th Grade Division 1>Arlington B7-1 McLean,Edison HS - Main,Game,>Boys>Boys 7th Grade Division 1>Great Falls B7-1 Goldburg,,,,,7021697,,
,02/06/2022,1:15 PM,2:30 PM,>Boys>Boys 8th Grade Division 2 >Burke B8-2 Mitchell,Annandale HS-#1,Game,>Boys>Boys 8th Grade Division 2 >BRYC B8- Shin,,,,,7021483,,
,02/06/2022,1:15 PM,2:30 PM,>Boys>Boys 5th grade Division 2>SYA B5- Chase,Jackson MS-Front gym,Game,>Boys>Boys 5th grade Division 2>CYA B5-2 Batta,,,,,7024110,,
7023145,02/06/2022,1:15 PM,2:30 PM,>Girls>Girls 8th Grade Division 2>Turnpike G8-2 Zucker,Annandale HS-#2,Game,>Girls>Girls 8th Grade Division 2>Burke G8-2 Hill,,,,,7024384,,
,02/06/2022,1:15 PM,2:30 PM,>Boys>Boys 7th Grade Division 2>SYA B7-2 Livingston,Bryant Center,Game,>Boys>Boys 7th Grade Division 2>McLean B7-2 Ball,from 1-16,,,,7022200,,
,02/06/2022,1:30 PM,2:45 PM,>Boys>Boys 7th Grade Division 2>Falls Church B7-2 Greiner,Mary Ellen Henderson MS,Game,>Boys>Boys 7th Grade Division 2>Burke B7-1 DiSilvestro,,,,,7022225,,
,02/06/2022,1:30 PM,2:45 PM,>Boys>Boys 8th Grade Division 3>Annandale B8-3 Juan,South County MS - Main,Game,>Boys>Boys 8th Grade Division 3>CYA B8-3 Carr,,,,,7021901,,
,02/06/2022,2:15 PM,3:30 PM,>Boys>Boys 8th Grade Division 2 >SYA B8-2 Hill,West Springfield-#2,Game,>Boys>Boys 8th Grade Division 2 >Fort Hunt B8-2 Forti,,,,,7021561,,
,02/06/2022,2:15 PM,3:30 PM,>Girls>Girls 8th Grade Division 1>SYA G8-1 Moore,West Springfield-Main,Game,>Girls>Girls 8th Grade Division 1>CYA G8-1 Brault,,,,,7023112,,
,02/06/2022,2:15 PM,3:30 PM,>Girls>Girls 5th grade Division 1>Burke G5-1 Warren,Hayfield HS-#2,Game,>Girls>Girls 5th grade Division 1>Arlington G5-1 Sedor,,,,,7024216,,
,02/06/2022,2:15 PM,3:30 PM,>Girls>Girls 7th Grade Division 1>Vienna G7-1 Yoder,Hayfield HS-#1,Game,>Girls>Girls 7th Grade Division 1>Lee-Mt.Vernon G7-1 Breland,,,,,7026699,,
,02/06/2022,2:30 PM,3:45 PM,>Boys>Boys 7th Grade Division 1>BRYC B7-1 Lee,Edison HS - Main,Game,>Boys>Boys 7th Grade Division 1>Lee District CC B7-1 Love,,,,,7021699,,
,02/06/2022,2:30 PM,3:45 PM,>Boys>Boys 8th Grade Division 3>Reston B8-3 Legler,South Lakes HS Right,Game,>Boys>Boys 8th Grade Division 3>Herndon B8-3 Hargadon,,,,,7021902,,
,02/06/2022,2:30 PM,3:45 PM,>Boys>Boys 6th Grade Division 1>Arlington B6-1 Jones,Edison HS - Aux,Game,>Boys>Boys 6th Grade Division 1>Great Falls B6-1 Klein,,,,,7023818,,
,02/06/2022,2:30 PM,3:45 PM,>Boys>Boys 5th grade Division 1>Arlington B5-1 Sadaka,Jackson MS-Front gym,Game,>Boys>Boys 5th grade Division 1>Great Falls B5-1 Clarke,,,,,7024109,,
,02/06/2022,2:30 PM,3:45 PM,>Girls>Girls 5th grade Division 1>Great Falls G5-1 Lockheed,Mount Vernon HS #1,Game,>Girls>Girls 5th grade Division 1>Mt. Vernon G5-1 Duckett,,,,,7024217,,
7023144,02/06/2022,2:30 PM,3:45 PM,>Girls>Girls 8th Grade Division 2>Reston G8-2 Zeberlein,South Lakes HS left,Game,>Girls>Girls 8th Grade Division 2>McLean G8-2 Hueber,,,,,7024372,,
,02/06/2022,2:30 PM,3:45 PM,>Boys>Boys 8th Grade Division 3>Burke B8- 3 Buttrey,Annandale HS-#1,Game,>Boys>Boys 8th Grade Division 3>Turnpike B8-3 Ours,,,,,7021904,,
,02/06/2022,2:30 PM,3:45 PM,>Girls>Girls 6th Grade Division 2>McLean G6-2 Gupta,Jackson MS rear gym,Game,>Girls>Girls 6th Grade Division 2>BRYC G6-2 Shin,,,,,7026822,,
,02/06/2022,2:30 PM,3:45 PM,>Girls>Girls 8th Grade Division 2>SYA G8-2 Langford,Annandale HS-#2,Game,>Girls>Girls 8th Grade Division 2>Great Falls G8- Exley,,,,,7023109,,
,02/06/2022,2:30 PM,3:45 PM,>Boys>Boys 5th grade Division 1>Lee-Mt. Vernon B5- Davis,Bryant Center,Game,>Boys>Boys 5th grade Division 1>CYA B5-1 Lee,,,,,7053307,,
,02/06/2022,2:45 PM,4:00 PM,>Boys>Boys 6th Grade Division 2>BRYC B6-2 Thanos,Mary Ellen Henderson MS,Game,>Boys>Boys 6th Grade Division 2>Falls Church B6-2 Papadopou,,,,,7024021,,
,02/06/2022,2:45 PM,4:00 PM,>Boys>Boys 7th Grade Division 2>CYA B7-2 Atkinson,South County MS - Main,Game,>Boys>Boys 7th Grade Division 2>BRYC B7-2 Sharma,,,,,7022223,,
,02/06/2022,3:30 PM,4:45 PM,>Boys>Boys 6th Grade Division 2>South County B6-2 Brown,West Springfield-#2,Game,>Boys>Boys 6th Grade Division 2>Fort Hunt B6-2 Loving,,,,,7024018,,
,02/06/2022,3:30 PM,4:45 PM,>Girls>Girls 5th grade Division 1>Fort Hunt G5-1 Harris,Hayfield HS-#2,Game,>Girls>Girls 5th grade Division 1>Vienna G5-1 Brooks,,,,,7024219,,
,02/06/2022,3:30 PM,4:45 PM,>Boys>Boys 8th Grade Division 1>Lee District B8-1 Diffenbach,West Springfield-Main,Game,>Boys>Boys 8th Grade Division 1>Springfield B8-1 Alvarez,,,,,7021484,,
,02/06/2022,3:30 PM,4:45 PM,>Girls>Girls 7th Grade Division 1>Arlington G7-1 Lomas,Hayfield HS-#1,Game,>Girls>Girls 7th Grade Division 1>Lee District G7-1  Tickner,,,,,7026700,,
,02/06/2022,3:45 PM,5:00 PM,>Boys>Boys 8th Grade Division 1>CYA B8-1 Jones,Annandale HS-#1,Game,>Boys>Boys 8th Grade Division 1>BRYC B8-1 Gonzalez,,,,,7021485,,
,02/06/2022,3:45 PM,5:00 PM,>Boys>Boys 8th Grade Division 1>Herndon B8-1 Jones,South Lakes HS Right,Game,>Boys>Boys 8th Grade Division 1>Vienna B8-1 Marsden,,,,,7021486,,
,02/06/2022,3:45 PM,5:00 PM,>Boys>Boys 6th Grade Division 2>Turnpike B6-2 Taylor,Edison HS - Aux,Game,>Boys>Boys 6th Grade Division 2>Fort Belvoir B6-2 Sherm,,,,,7024023,,
,02/06/2022,3:45 PM,5:00 PM,>Girls>Girls 5th grade Division 1>CYA G5-1 Nichols,Jackson MS-Front gym,Game,>Girls>Girls 5th grade Division 1>Vienna G5-1 Korman,,,,,7024218,,
,02/06/2022,3:45 PM,5:00 PM,>Boys>Boys 7th Grade Division 1>Vienna B7-1 Stolburg,Mount Vernon HS #1,Game,>Boys>Boys 7th Grade Division 1>Lee-Mt. Vernon B7-1 Bosley,,,,,7021700,,
,02/06/2022,3:45 PM,5:00 PM,>Girls>Girls 6th Grade Division 1>Great Falls G6-1 Wilson,Jackson MS rear gym,Game,>Girls>Girls 6th Grade Division 1>CYA G6-1  Walker,,,,,7026763,,
,02/06/2022,3:45 PM,5:00 PM,>Boys>Boys 6th Grade Division 2>SYA B6- Sorg,South Lakes HS left,Game,>Boys>Boys 6th Grade Division 2>Great Falls B6-2 Conver,,,,,7023819,,
,02/06/2022,3:45 PM,5:00 PM,>Boys>Boys 8th Grade Division 3>Springfield B8-  Alvarez,Edison HS - Main,Game,>Boys>Boys 8th Grade Division 3>Lee-Mt. Vernon B8-3 Stewart,,,,,7021905,,
7025523,02/06/2022,3:45 PM,5:00 PM,>Boys>Boys 5th grade Division 2>Great Falls B5-2 Wilson,Bryant Center,Game,>Boys>Boys 5th grade Division 2>McLean B5-2 Stephenson,,,,,7026554,,
7025536,02/06/2022,4:00 PM,5:15 PM,>Boys>Boys 5th grade Division 2>Turpike B5-2 Ours,Mary Ellen Henderson MS,Game,>Boys>Boys 5th grade Division 2>Falls Church B5-2 Greiner,,,,,7026590,,
,02/06/2022,4:00 PM,5:15 PM,>Boys>Boys 7th Grade Division 2>Herndon B7-2 Mendelsohn,South County MS - Main,Game,>Boys>Boys 7th Grade Division 2>Springfield B7-2 Morrison,,,,,7022219,,
,02/06/2022,4:15 PM,5:30 PM,>Boys>Boys 7th Grade Division 1>SYA  B7-1 Pilon,McLean HS-Main,Game,>Boys>Boys 7th Grade Division 1>McLean B7-1 Concepcion,,,,,7021698,,
,02/06/2022,4:15 PM,5:30 PM,>Boys>Boys 5th grade Division 1>Vienna B5-1 Locey,McLean HS-Aux,Game,>Boys>Boys 5th grade Division 1>McLean B5-1 Tallent,,,,,7024108,,
,02/06/2022,4:45 PM,6:00 PM,>Boys>Boys 6th Grade Division 2>CYA B6-2 Hackney,West Springfield-#2,Game,>Boys>Boys 6th Grade Division 2>Vienna B6-2 Leone,,,,,7024019,,
,02/06/2022,4:45 PM,6:00 PM,>Girls>Girls 7th Grade Division 1>SYA G7-1 Andersen,Hayfield HS-#1,Game,>Girls>Girls 7th Grade Division 2>Springfield G7-2 Allen,,,,,7026701,,
,02/06/2022,4:45 PM,6:00 PM,>Girls>Girls 7th Grade Division 2>Reston G7-2 Eckhardt,Hayfield HS-#2,Game,>Girls>Girls 7th Grade Division 1>McLean G7-1 Norton,,,,,7026738,,
,02/06/2022,4:45 PM,6:00 PM,>Girls>Girls 8th Grade Division 1>Arlington G8-1 Eisenberg,West Springfield-Main,Game,>Girls>Girls 8th Grade Division 1>Vienna G8-1 Trotter,from 1-13,,,,7023080,,
,02/06/2022,5:00 PM,6:15 PM,>Boys>Boys 7th Grade Division 2>Fort Hunt B7-2 Zippel,Mount Vernon HS #1,Game,>Boys>Boys 7th Grade Division 2>Vienna B7-2 Desenti,,,,,7022220,,
,02/06/2022,5:00 PM,6:15 PM,>Boys>Boys 6th Grade Division 2>Lee-Mt. Vernon B6-2 Beisner,Edison HS - Aux,Game,>Boys>Boys 6th Grade Division 2>Herndon B6-2 Mathews,,,,,7024020,,
7025462,02/06/2022,5:00 PM,6:15 PM,>Boys>Boys 5th grade Division 2>FPYC B5-2 Ragan,Jackson MS rear gym,Game,>Boys>Boys 5th grade Division 2>Lee District B5-2 Diffenbach,,,,,7026536,,
,02/06/2022,5:00 PM,6:15 PM,>Boys>Boys 6th Grade Division 2>Reston  B6-2 Schlesinger,South Lakes HS left,Game,>Boys>Boys 6th Grade Division 2>FPYC B6-2 Nickle,,,,,7024017,,
7025531,02/06/2022,5:00 PM,6:15 PM,>Boys>Boys 5th grade Division 2>South County 5-2 Arora,Jackson MS-Front gym,Game,>Boys>Boys 5th grade Division 2>Vienna B5-2 Davis,,,,,7026584,,
7023146,02/06/2022,5:30 PM,6:45 PM,>Girls>Girls 8th Grade Division 1>McLean G8-1 Megas,McLean HS-Main,Game,>Girls>Girls 8th Grade Division 1>Lee-Mt.Vernon G8-  Henderson,,,,,7024377,,
,02/06/2022,5:30 PM,6:45 PM,>Boys>Boys 6th Grade Division 1>McLean B6- Borelli,McLean HS-Aux,Game,>Boys>Boys 6th Grade Division 1>Reston  B6-1 Douad,,,,,7024022,,
,02/06/2022,6:45 PM,8:00 PM,>Girls>Girls 6th Grade Division 1>Fort Hunt G6-1 Langone,McLean HS-Aux,Game,>Girls>Girls 6th Grade Division 1>McLean G6-1 Mcnicoll,,,,,7026764,,
,02/06/2022,6:45 PM,8:00 PM,>Girls>Girls 7th Grade Division 1>Fort Hunt G7-1 Garey,McLean HS-Main,Game,>Girls>Girls 7th Grade Division 1>McLean G7- Kim,,,,,7026737,,
,02/07/2022,6:30 PM,7:45 PM,>Girls>Girls 6th Grade Division 1>Great Falls G6-1 Wilson,Jackson MS-Front gym,Game,>Girls>Girls 6th Grade Division 1>Arlington G6-1 Kaufman,12-18 ,,,,7026756,,
,02/07/2022,6:45 PM,8:00 PM,>Boys>Boys 6th Grade Division 2>FPYC B6-2 Nickle,Bryant Center,Game,>Boys>Boys 6th Grade Division 2>BRYC B6-2 Thanos,from 1/29,,,,7023999,,
,02/07/2022,7:00 PM,8:15 PM,>Boys>Boys 6th Grade Division 1>McLean B6-1 Leggett,Jackson MS rear gym,Game,>Boys>Boys 6th Grade Division 1>Burke B6-1 Raybon,,,,,7023822,,
,02/07/2022,7:45 PM,9:00 PM,>Boys>Boys 7th Grade Division 2>Lee-Mt. Vernon B7-2 Henderson,Jackson MS-Front gym,Game,>Boys>Boys 7th Grade Division 2>Herndon B7-2 Mendelsohn,,,,,7022241,,
,02/07/2022,8:00 PM,9:15 PM,>Girls>Girls 8th Grade Division 1>Burke G8-1 Coutinho,Bryant Center,Game,>Girls>Girls 8th Grade Division 1>Vienna G8-1 Trotter,from 1/29,,,,7023074,,
,02/07/2022,8:15 PM,9:30 PM,>Boys>Boys 7th Grade Division 2>Springfield B7-2 Morrison,Jackson MS rear gym,Game,>Boys>Boys 7th Grade Division 2>Fort Hunt B7-2 Zippel,,,,,7022240,,
,02/08/2022,6:15 PM,7:30 PM,>Boys>Boys 6th Grade Division 1>McLean B6-1 Leggett,Jackson MS rear gym,Game,>Boys>Boys 6th Grade Division 1>Great Falls B6-1 Klein,,,,,7023807,,
,02/08/2022,6:15 PM,7:30 PM,>Girls>Girls 6th Grade Division 2>SYA G6-2 Smith,Jackson MS-Front gym,Game,>Girls>Girls 6th Grade Division 2>Burke G6-2 Igl,from 1-13,,,,7026798,,
,02/08/2022,6:45 PM,8:00 PM,>Boys>Boys 6th Grade Division 1>Arlington B6-1 Jones,Bryant Center,Game,>Boys>Boys 6th Grade Division 1>Vienna B6-1 Epps,from 1/29,,,,7023802,,
,02/08/2022,7:30 PM,8:45 PM,>Boys>Boys 7th Grade Division 2>Reston B7-2 Love,Jackson MS rear gym,Game,>Boys>Boys 7th Grade Division 2>FPYC B7-2 Davis,,,,,7022245,,
,02/08/2022,7:30 PM,8:45 PM,>Boys>Boys 7th Grade Division 2>SYA B7-2 Livingston,Jackson MS-Front gym,Game,>Boys>Boys 7th Grade Division 2>Falls Church B7-2 Greiner,,,,,7022246,,
,02/08/2022,8:00 PM,9:15 PM,>Boys>Boys 8th Grade Division 2 >BRYC B8- Shin,Bryant Center,Game,>Boys>Boys 8th Grade Division 2 >SYA B8-2 Hill,from 1/29,,,,7021501,,
,02/08/2022,8:45 PM,10:00 PM,>Boys>Boys 7th Grade Division 2>Turnpike B7-2 Syron,Jackson MS rear gym,Game,>Boys>Boys 7th Grade Division 2>CYA B7-2 Atkinson,,,,,7022244,,
,02/08/2022,8:45 PM,10:00 PM,>Boys>Boys 7th Grade Division 2>Vienna B7-2 Desenti,Jackson MS-Front gym,Game,>Boys>Boys 7th Grade Division 2>BRYC B7-2 Sharma,,,,,7022242,,
,02/09/2022,6:15 PM,7:30 PM,>Boys>Boys 6th Grade Division 1>Fort Hunt B6-1 Estenson,Jackson MS-Front gym,Game,>Boys>Boys 6th Grade Division 1>Reston  B6-1 Douad,,,,,7023801,,
,02/09/2022,6:30 PM,7:45 PM,TBD,Bryant Center,no use,,no use ,,,,7070619,,
,02/09/2022,7:00 PM,8:15 PM,>Boys>Boys 7th Grade Division 2>Burke B7-1 DiSilvestro,Jackson MS rear gym,Game,>Boys>Boys 7th Grade Division 1>Vienna B7-1 Stolburg,fr 12-19,,,,7021663,Curtis Smith (Ref) NA,
,02/09/2022,7:30 PM,8:45 PM,>Boys>Boys 8th Grade Division 1>Great Falls B8-1 Brown,Jackson MS-Front gym,Game,>Boys>Boys 8th Grade Division 1>Herndon B8-1 Jones,12-18,,,,7021453,,
,02/09/2022,8:15 PM,9:30 PM,>Girls>Girls 8th Grade Division 1>Burke G8-1 Coutinho,Jackson MS rear gym,Game,>Girls>Girls 8th Grade Division 1>SYA G8-1 Moore,from 1-13 lost Bryant ,,,,7023078,,
,02/10/2022,6:15 PM,7:30 PM,>Girls>Girls 5th grade Division 1>Great Falls G5-1 Lockheed,Jackson MS-Front gym,Game,>Girls>Girls 5th grade Division 1>McLean G5-1 Hazzan,from 1-23,,,,7024188,,
,02/10/2022,6:45 PM,8:00 PM,>Boys>Boys 5th grade Division 1>Arlington B5-1 Sadaka,Bryant Center,Game,>Boys>Boys 5th grade Division 1>Vienna B5-1 Locey,from 1/29,,,,7024093,,
,02/10/2022,7:30 PM,8:45 PM,>Boys>Boys 8th Grade Division 1>CYA B8-1 Jones,Jackson MS-Front gym,Game,>Boys>Boys 8th Grade Division 1>Burke B8-1 Concepcion,from 1-23,,,,7021475,,
,02/10/2022,8:00 PM,9:15 PM,>Boys>Boys 8th Grade Division 1>BRYC B8-1 Gonzalez,Bryant Center,Game,>Boys>Boys 8th Grade Division 1>Arlington B8-1 Lowen,from 1/29,,,,7021504,,
,02/12/2022,9:00 AM,10:15 AM,>Girls>Girls 5th grade Division 1>Fort Hunt G5-1 Harris,Jackson MS-Front gym,Game,>Girls>Girls 5th grade Division 1>Arlington G5-1 Sedor,,,,,7024209,,
,02/12/2022,9:00 AM,10:15 AM,>Boys>Boys 6th Grade Division 2>Fort Belvoir B6-2 Sherm,Bryant Center,Game,>Boys>Boys 6th Grade Division 2>Vienna B6-2 Leone,,,,,7023995,,
,02/12/2022,9:00 AM,10:15 AM,>Girls>Girls 8th Grade Division 1>Fort Hunt G8-1 Loving,Dorothy Hamm (Woodlawn),Game,>Girls>Girls 8th Grade Division 1>Arlington G8-1 Eisenberg,,,,,7023098,,
,02/12/2022,9:00 AM,10:15 AM,>Boys>Boys 6th Grade Division 2>SYA B6- Sorg,Liberty MS-#1,Game,>Boys>Boys 6th Grade Division 2>CYA B6- Goodman,,,,,7023834,,
7025541,02/12/2022,9:15 AM,10:30 AM,>Boys>Boys 5th grade Division 2>CYA B5-2 Batta,Jackson MS rear gym,Game,>Boys>Boys 5th grade Division 2>Turpike B5-2 Ours,,,,,7026527,,
,02/12/2022,10:15 AM,11:30 AM,>Girls>Girls 5th grade Division 1>Great Falls G5-1 Lockheed,Jackson MS-Front gym,Game,>Girls>Girls 5th grade Division 1>Vienna G5-1 Korman,,,,,7024210,,
,02/12/2022,10:15 AM,11:30 AM,>Boys>Boys 6th Grade Division 2>South County B6-2 Brown,Bryant Center,Game,>Boys>Boys 6th Grade Division 2>Lee-Mt. Vernon B6-2 Beisner,,,,,7023991,,
,02/12/2022,10:15 AM,11:30 AM,>Girls>Girls 6th Grade Division 2>FPYC G6-2 Varner,Liberty MS-#1,Game,>Girls>Girls 6th Grade Division 2>McLean G6-2 Gupta,,,,,7026817,,
,02/12/2022,10:15 AM,11:30 AM,>Boys>Boys 7th Grade Division 1>Arlington B7-1 McLean,Dorothy Hamm (Woodlawn),Game,>Boys>Boys 7th Grade Division 1>CYA B7-1 Rosenblatt,,,,,7022230,,
,02/12/2022,10:30 AM,11:45 AM,>Boys>Boys 6th Grade Division 2>BRYC B6-2 Thanos,Jackson MS rear gym,Game,>Boys>Boys 6th Grade Division 2>Great Falls B6-2 Conver,,,,,7023994,,
,02/12/2022,11:30 AM,12:45 PM,>Girls>Girls 5th grade Division 1>CYA G5-1 Nichols,Jackson MS-Front gym,Game,>Girls>Girls 5th grade Division 1>Burke G5-1 Warren,,,,,7024211,,
,02/12/2022,11:30 AM,12:45 PM,>Boys>Boys 8th Grade Division 1>Arlington B8-1 Lowen,Dorothy Hamm (Woodlawn),Game,>Boys>Boys 8th Grade Division 1>CYA B8-1 Jones,,,,,7021490,,
7025539,02/12/2022,11:30 AM,12:45 PM,>Boys>Boys 5th grade Division 1>McLean B5-1 Tallent,Liberty MS-#1,Game,>Boys>Boys 5th grade Division 1>BRYC B5- Mitchell,,,,,7026520,,
,02/12/2022,11:30 AM,12:45 PM,>Boys>Boys 6th Grade Division 1>McLean B6-1 Leggett,Bryant Center,Game,>Boys>Boys 6th Grade Division 1>McLean B6- Borelli,,,,,7023989,,
,02/12/2022,11:45 AM,1:00 PM,>Boys>Boys 6th Grade Division 2>CYA B6-2 Hackney,Jackson MS rear gym,Game,>Boys>Boys 6th Grade Division 2>FPYC B6-2 Nickle,,,,,7023992,,
,02/12/2022,12:45 PM,2:00 PM,>Girls>Girls 5th grade Division 1>McLean G5-1 Hazzan,Jackson MS-Front gym,Game,>Girls>Girls 5th grade Division 1>Vienna G5-1 Brooks,,,,,7024212,,
7025540,02/12/2022,12:45 PM,2:00 PM,>Boys>Boys 5th grade Division 2>Great Falls B5-2 Wilson,Liberty MS-#1,Game,>Boys>Boys 5th grade Division 2>Lee District B5-2 Diffenbach,,,,,7026555,,
,02/12/2022,12:45 PM,2:00 PM,>Boys>Boys 6th Grade Division 1>Fort Hunt B6-1 Estenson,Dorothy Hamm (Woodlawn),Game,>Boys>Boys 6th Grade Division 1>Arlington B6-1 Jones,,,,,7023820,,
,02/12/2022,12:45 PM,2:00 PM,>Girls>Girls 7th Grade Division 1>McLean G7- Kim,Bryant Center,Game,>Girls>Girls 7th Grade Division 1>Lee District G7-1  Tickner,,,,,7026740,,
,02/12/2022,1:00 PM,2:15 PM,>Girls>Girls 6th Grade Division 2>Burke G6-2 Igl,Jackson MS rear gym,Game,>Girls>Girls 6th Grade Division 2>SYA G6-2 Smith,,,,,7026818,,
,02/12/2022,2:00 PM,3:15 PM,>Boys>Boys 6th Grade Division 2>Turnpike B6-2 Taylor,Liberty MS-#1,Game,>Boys>Boys 6th Grade Division 2>Herndon B6-2 Mathews,,,,,7023993,,
,02/12/2022,2:00 PM,9:00 PM,TBD,Annandale HS-#1,no use,,no use ,,,,7045460,,
,02/12/2022,2:00 PM,10:00 PM,TBD,Annandale HS-#2,no use,,lost Annandale ,,,,7045461,,
,02/12/2022,2:00 PM,3:15 PM,>Girls>Girls 6th Grade Division 1>McLean G6-1 Mcnicoll,Jackson MS-Front gym,Game,>Girls>Girls 6th Grade Division 1>Fort Hunt G6-1 Langone,,,,,7026780,,
,02/12/2022,2:00 PM,3:15 PM,>Boys>Boys 7th Grade Division 2>BRYC B7-2 Sharma,Bryant Center,Game,>Boys>Boys 7th Grade Division 2>Herndon B7-2 Mendelsohn,,,,,7022190,,
7025537,02/12/2022,2:15 PM,3:30 PM,>Boys>Boys 5th grade Division 2>Falls Church B5-2 Greiner,Jackson MS rear gym,Game,>Boys>Boys 5th grade Division 2>McLean B5-2 Stephenson,fb,,,,7026541,,
